# Capture targets: node hash <TAB> page path
#
# ONE PAGE PER NODE. Not one per pass, not one per day. One.
#
# An earlier draft listed rngit's twelve other paths as a "second pass on
# another day". That is crawling with extra steps: walking every path a node
# exposes is the behaviour the maintainer objected to, and spreading it over
# days changes the interval, not the thing.
#
# WHERE THE PATHS CAME FROM, which is the part that matters. Not from asking
# these nodes what they serve. Roogle already crawled them and publishes the
# result, so its index answered "what pages does Aleph have" at zero cost to
# Aleph:
#
#   curl -A '<who you are>' 'https://roogle.us/api/v1/node?node=<hash>&format=tsv&snippet=0'
#
# That is discovery without probing, and it also lets each node be asked for its
# single most useful page instead of index by default.
#
# Roogle's own etiquette, which this follows: identify yourself in the
# User-Agent, cache, back off on 429, and if you want bulk data ask for a dump
# rather than paging the whole index.

a8d24177d946de4f1f0a0fe1af9a1338	/page/blob.mu	# Aleph, rngit: file contents, syntax highlighted, the densest generated Micron there is
51b80676773cac13f4d5378fd2bb7c06	/page/repo.mu	# ouroboros git, rngit: a repository view
9ce92808be498e9e05590ff27cbfdfe4	/page/index.mu	# rns.recipes, the forum's own node
fbe7813b26a8858d552b10cd577abdcf	/page/index.mu	# RNS-NEWS, MeshRank 202.7
f9f62880839e477c535aef7231ef2ebe	/page/index.mu	# Off Grid Reticulum Network, 122.2
c497c6e1fd27602027240a6ce948010d	/page/index.mu	# WrestlingNewsSource, 115.9
e8e01ad8de6531f92b250ad1c5cc0cdf	/page/index.mu	# RNS-GEO, 103.9

# Not here, and worth saying why: fotografm's braille plotter, the one page in
# the corpus that renders almost blank. Roogle has no braille page indexed, so
# that node is likely uncrawled or on radio. Finding it would mean probing, so
# it waits until a hash arrives some other way.
